# The index has the following fields:
#
#   ID: A unique id of the form 01234.567 that identifies a model 
#       01234 is unique for each combination of (Protein, Species), and 567 is unique 
#       for each combination of (Experiment, Experiment Details, Model ID),
#       In other words, 01234 identifies the protein 'version', whereas 567 identifies 
#       the model 'version' for that protein version.
#   Protein: The protein name, e.g. RBFOX1.
#   Type: Indicates whether the protein is considered an RBP, a TF, etc.
#   Species: The species name, e.g. Homo sapiens.
#   Family: The protein family, e.g. Homeodomain.
#   Class: The protein structural class, e.g. Zinc-coordinating.
#   Experiment: The technology used to measure the training data, e.g. ChIP-seq, HT-SELEX.
#   Experiment Details: A list of strings that describe how the experiment was configured,
#                       e.g. ["Cell Line=K562","Lab=Stanford"]
#   Model ID: A number/string that can be used to identify this model as distinct from 
#             other models for the same (Protein, Species, Experiment, Experiment Details),
#             e.g. if a new, better model was trained and therefore needs a new version ID.
#   Comments: 
#
#
ID	Protein	Type	Species	Family	Class	Experiment	Experiment Details	Model	Cite	Labels	Path	Comment
D00524.004	MSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGAA30NAGC','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MSX1_DBD_TGCGAA30NAGC_5_AI	
D00524.005	MSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGAA30NAGC','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MSX1_DBD_TGCGAA30NAGC_6_AI	
D00524.006	MSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGCTTA20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MSX1_FL_TGCTTA20NGA_2_AE	
D00524.007	MSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGCTTA20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/MSX1_FL_TGCTTA20NGA_3_AE	
D00524.008	MSX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGCTTA20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MSX1_FL_TGCTTA20NGA_4_AE	
D00525.001	MSX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGGG20NGA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MSX2_DBD_TGCGGG20NGA_2_W	
D00525.002	MSX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGGG20NGA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/MSX2_DBD_TGCGGG20NGA_3_W	
D00525.003	MSX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGGG20NGA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MSX2_DBD_TGCGGG20NGA_4_W	
D00526.001	Msx3	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGACT20NCAT','Cycle=2','Batch=AA']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Msx3_DBD_TCGACT20NCAT_2_AA	
D00526.002	Msx3	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGACT20NCAT','Cycle=3','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/Msx3_DBD_TCGACT20NCAT_3_AA	
D00526.003	Msx3	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGACT20NCAT','Cycle=4','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Msx3_DBD_TCGACT20NCAT_4_AA	
D00527.001	MTF1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGATCC20NCTA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MTF1_DBD_TGATCC20NCTA_2_Y	
D00527.002	MTF1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGATCC20NCTA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MTF1_DBD_TGATCC20NCTA_3_Y	
D00527.003	MTF1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGATCC20NCTA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/MTF1_DBD_TGATCC20NCTA_4_Y	
D00528.001	MYBL1	TF	Homo sapiens	Myb/SANT		SELEX	['CloneType=DBD','Primer=TTGCGT20NTA','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/MYBL1_DBD_TTGCGT20NTA_2_AF	
D00528.002	MYBL1	TF	Homo sapiens	Myb/SANT		SELEX	['CloneType=DBD','Primer=TTGCGT20NTA','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MYBL1_DBD_TTGCGT20NTA_3_AF	
D00528.003	MYBL1	TF	Homo sapiens	Myb/SANT		SELEX	['CloneType=DBD','Primer=TTGCGT20NTA','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/MYBL1_DBD_TTGCGT20NTA_4_AF	
D00529.001	MYBL2	TF	Homo sapiens	Myb/SANT		SELEX	['CloneType=DBD','Primer=TGAGTG20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/MYBL2_DBD_TGAGTG20NGA_2_AC	
D00529.002	MYBL2	TF	Homo sapiens	Myb/SANT		SELEX	['CloneType=DBD','Primer=TGAGTG20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/MYBL2_DBD_TGAGTG20NGA_3_AC	
D00529.003	MYBL2	TF	Homo sapiens	Myb/SANT		SELEX	['CloneType=DBD','Primer=TGAGTG20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MYBL2_DBD_TGAGTG20NGA_4_AC	
D00530.001	MYF6	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGACTC20NTCA','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MYF6_FL_TGACTC20NTCA_2_AF	
D00530.002	MYF6	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGACTC20NTCA','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/MYF6_FL_TGACTC20NTCA_3_AF	
D00530.003	MYF6	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGACTC20NTCA','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/MYF6_FL_TGACTC20NTCA_4_AF	
D00531.001	NEUROD2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGACCT20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NEUROD2_FL_TGACCT20NGA_2_AE	
D00531.002	NEUROD2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGACCT20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NEUROD2_FL_TGACCT20NGA_3_AE	
D00531.003	NEUROD2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGACCT20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NEUROD2_FL_TGACCT20NGA_4_AE	
D00532.001	NEUROG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TCGCTG20NTCT','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NEUROG2_DBD_TCGCTG20NTCT_2_Z	
D00532.002	NEUROG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TCGCTG20NTCT','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NEUROG2_DBD_TCGCTG20NTCT_3_Z	
D00532.003	NEUROG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TCGCTG20NTCT','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NEUROG2_DBD_TCGCTG20NTCT_4_Z	
D00532.004	NEUROG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGGCGG20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NEUROG2_FL_TGGCGG20NGA_2_AE	
D00532.005	NEUROG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGGCGG20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NEUROG2_FL_TGGCGG20NGA_3_AE	
D00532.006	NEUROG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGGCGG20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NEUROG2_FL_TGGCGG20NGA_4_AE	
D00533.001	NFAT5	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TGATAA20NGA','Cycle=2','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFAT5_DBD_TGATAA20NGA_2_AA	
D00533.002	NFAT5	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TGATAA20NGA','Cycle=3','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NFAT5_DBD_TGATAA20NGA_3_AA	
D00533.003	NFAT5	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TGATAA20NGA','Cycle=4','Batch=AA']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFAT5_DBD_TGATAA20NGA_4_AA	
D00534.001	NFATC1	TF	Homo sapiens	Rel		SELEX	['CloneType=FL','Primer=TTCGTA20NTGC','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFATC1_FL_TTCGTA20NTGC_2_AE	
D00534.002	NFATC1	TF	Homo sapiens	Rel		SELEX	['CloneType=FL','Primer=TTCGTA20NTGC','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFATC1_FL_TTCGTA20NTGC_3_AE	
D00534.003	NFATC1	TF	Homo sapiens	Rel		SELEX	['CloneType=FL','Primer=TTCGTA20NTGC','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFATC1_FL_TTCGTA20NTGC_4_AE	
D00535.001	NFE2	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGTAGG20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFE2_DBD_TGTAGG20NGA_2_AC	
D00535.002	NFE2	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGTAGG20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFE2_DBD_TGTAGG20NGA_3_AC	
D00535.003	NFE2	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGTAGG20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFE2_DBD_TGTAGG20NGA_4_AC	
D00536.001	NFIA	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TACGTC20NTGC','Cycle=2','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFIA_FL_TACGTC20NTGC_2_AA	
D00536.002	NFIA	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TACGTC20NTGC','Cycle=3','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NFIA_FL_TACGTC20NTGC_3_AA	
D00536.003	NFIA	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TACGTC20NTGC','Cycle=4','Batch=AA']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFIA_FL_TACGTC20NTGC_4_AA	
D00537.001	NFIB	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TCATCA20NCG','Cycle=2','Batch=AD']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFIB_FL_TCATCA20NCG_2_AD	
D00537.002	NFIB	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TCATCA20NCG','Cycle=3','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NFIB_FL_TCATCA20NCG_3_AD	
D00537.003	NFIB	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TCATCA20NCG','Cycle=4','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFIB_FL_TCATCA20NCG_4_AD	
D00538.001	NFIL3	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAGACG20NCG','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFIL3_DBD_TAGACG20NCG_2_Y	
D00538.002	NFIL3	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAGACG20NCG','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFIL3_DBD_TAGACG20NCG_3_Y	
D00538.003	NFIL3	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAGACG20NCG','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFIL3_DBD_TAGACG20NCG_4_Y	
D00539.001	NFIX	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TCAACC20NCG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFIX_FL_TCAACC20NCG_2_AC	
D00539.002	NFIX	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TCAACC20NCG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NFIX_FL_TCAACC20NCG_3_AC	
D00539.003	NFIX	TF	Homo sapiens	SMAD		SELEX	['CloneType=FL','Primer=TCAACC20NCG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFIX_FL_TCAACC20NCG_4_AC	
D00540.001	NFKB1	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TCTCAA20NGA','Cycle=2','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFKB1_DBD_TCTCAA20NGA_2_AA	
D00540.002	NFKB1	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TCTCAA20NGA','Cycle=3','Batch=AA']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFKB1_DBD_TCTCAA20NGA_3_AA	
D00540.003	NFKB1	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TCTCAA20NGA','Cycle=4','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFKB1_DBD_TCTCAA20NGA_4_AA	
D00541.001	NFKB2	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TTCAAT20NGA','Cycle=2','Batch=R']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NFKB2_DBD_TTCAAT20NGA_2_R	
D00541.002	NFKB2	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TTCAAT20NGA','Cycle=3','Batch=R']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NFKB2_DBD_TTCAAT20NGA_3_R	
D00541.003	NFKB2	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TTCAAT20NGA','Cycle=4','Batch=R']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFKB2_DBD_TTCAAT20NGA_4_R	
D00541.004	NFKB2	TF	Homo sapiens	Rel		SELEX	['CloneType=DBD','Primer=TTCAAT20NGA','Cycle=5','Batch=R']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NFKB2_DBD_TTCAAT20NGA_5_R	
D00542.001	NHLH1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGGGCG20NGA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NHLH1_DBD_TGGGCG20NGA_2_W	
D00542.002	NHLH1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGGGCG20NGA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NHLH1_DBD_TGGGCG20NGA_3_W	
D00542.003	NHLH1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGGGCG20NGA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NHLH1_DBD_TGGGCG20NGA_4_W	
D00542.004	NHLH1	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGATGG20NGTA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NHLH1_FL_TGATGG20NGTA_2_W	
D00542.005	NHLH1	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGATGG20NGTA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NHLH1_FL_TGATGG20NGTA_3_W	
D00542.006	NHLH1	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGATGG20NGTA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NHLH1_FL_TGATGG20NGTA_4_W	
D00543.001	NKX2-3	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCTAC20NGA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX2-3_DBD_TGCTAC20NGA_2_Y	
D00543.002	NKX2-3	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCTAC20NGA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX2-3_DBD_TGCTAC20NGA_3_Y	
D00543.003	NKX2-3	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCTAC20NGA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NKX2-3_DBD_TGCTAC20NGA_4_Y	
D00543.004	NKX2-3	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGGAAT20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX2-3_FL_TGGAAT20NGA_2_AE	
D00543.005	NKX2-3	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGGAAT20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NKX2-3_FL_TGGAAT20NGA_3_AE	
D00543.006	NKX2-3	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGGAAT20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NKX2-3_FL_TGGAAT20NGA_4_AE	
D00544.001	NKX2-8	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TAGGCA20NCG','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX2-8_DBD_TAGGCA20NCG_2_Y	
D00544.002	NKX2-8	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TAGGCA20NCG','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX2-8_DBD_TAGGCA20NCG_3_Y	
D00544.003	NKX2-8	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TAGGCA20NCG','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NKX2-8_DBD_TAGGCA20NCG_4_Y	
D00544.004	NKX2-8	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGTTGC20NGTG','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX2-8_FL_TGTTGC20NGTG_2_AE	
D00544.005	NKX2-8	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGTTGC20NGTG','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NKX2-8_FL_TGTTGC20NGTG_3_AE	
D00544.006	NKX2-8	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGTTGC20NGTG','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NKX2-8_FL_TGTTGC20NGTG_4_AE	
D00545.001	Nkx3-1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTAG20NATG','Cycle=2','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Nkx3-1_DBD_TCTTAG20NATG_2_AA	
D00545.002	Nkx3-1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTAG20NATG','Cycle=3','Batch=AA']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Nkx3-1_DBD_TCTTAG20NATG_3_AA	
D00545.003	Nkx3-1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTAG20NATG','Cycle=4','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/Nkx3-1_DBD_TCTTAG20NATG_4_AA	
D00546.001	NKX3-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TCCCTC20NCG','Cycle=2','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX3-1_FL_TCCCTC20NCG_2_AD	
D00546.002	NKX3-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TCCCTC20NCG','Cycle=3','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NKX3-1_FL_TCCCTC20NCG_3_AD	
D00546.003	NKX3-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TCCCTC20NCG','Cycle=4','Batch=AD']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NKX3-1_FL_TCCCTC20NCG_4_AD	
D00547.001	NKX3-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCCAGT20NGAC','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX3-2_DBD_TCCAGT20NGAC_2_Y	
D00547.002	NKX3-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCCAGT20NGAC','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NKX3-2_DBD_TCCAGT20NGAC_3_Y	
D00547.003	NKX3-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCCAGT20NGAC','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NKX3-2_DBD_TCCAGT20NGAC_4_Y	
D00548.001	Nkx6-1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGTGT20NGTT','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/Nkx6-1_DBD_TCGTGT20NGTT_2_AC	
D00548.002	Nkx6-1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGTGT20NGTT','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Nkx6-1_DBD_TCGTGT20NGTT_3_AC	
D00548.003	Nkx6-1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGTGT20NGTT','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Nkx6-1_DBD_TCGTGT20NGTT_4_AC	
D00549.001	NKX6-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGGG30NGGC','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-1_DBD_TGCGGG30NGGC_2_AI	
D00549.002	NKX6-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGGG30NGGC','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NKX6-1_DBD_TGCGGG30NGGC_3_AI	
D00549.003	NKX6-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGGG30NGGC','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-1_DBD_TGCGGG30NGGC_4_AI	
D00549.004	NKX6-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGGG30NGGC','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-1_DBD_TGCGGG30NGGC_5_AI	
D00549.005	NKX6-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGGG30NGGC','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-1_DBD_TGCGGG30NGGC_6_AI	
